company_name,cin,sector,cohort,financial_year,engine_probability,engine_score_0_100,engine_risk_band,audit_probability,audit_score_0_100,audit_risk_band,engine_audit_gap,model_alignment,rule_flag_count,critical_rule_count,decision_bucket,latest_overall_risk_percentile,latest_sector_risk_percentile,latest_engine_rank,imputed_feature_fraction,top_reasons,rule_flags_triggered,support_summary,engine_model_name,audit_model_name,engine_model_version,audit_model_version,engine_threshold,audit_threshold,engine_class,audit_class
Siemens Limited,L28920MH1957PLC010839,Engineering / Manufacturing,non_defaulter,2017,0.3284549962616964,32.85,Medium,0.3385059910321848,33.85,Medium,0.01005099477048843,agree,2,0,watchlist,12.0,7.69,89,0.0,Operating cash flow trend over the available years is negative. | Net profit margin deteriorated materially year over year.,declining_cash_flow_trend|margin_drop,ML probability 0.328 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Net profit margin deteriorated materially year over year.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
PNC Infratech Limited,L45201UP1999PLC024640,Infrastructure,non_defaulter,2016,0.3284396507433971,32.84,High,0.32900991835377247,32.9,Medium,0.0005702676103753745,agree,2,1,watchlist,11.0,11.76,90,0.0,Contingent liabilities exceed 50% of net worth. | Operating cash flow trend over the available years is negative.,large_contingent_liabilities|declining_cash_flow_trend,ML probability 0.328 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Rajesh Exports Limited,L36911KA1990PLC020815,Gems & Jewellery,non_defaulter,2017,0.3283575209885597,32.84,Medium,0.33406985225462466,33.41,Medium,0.005712331266064963,agree,2,0,watchlist,9.0,8.33,92,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Kalpataru Projects International Limited,L45203GJ1981PLC103919,Infrastructure,non_defaulter,2016,0.38959104241286807,38.96,Medium,0.3541052706170305,35.41,Medium,0.03548577179583756,agree,0,0,monitor,48.0,35.29,53,0.0,,,ML probability 0.390 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
NCC Limited,L72200TG1990PLC011146,Infrastructure,non_defaulter,2016,0.34231627061535636,34.23,Medium,0.3636933967211997,36.37,Medium,0.021377126105843358,agree,1,1,monitor,45.0,23.53,56,0.0,Contingent liabilities exceed 50% of net worth.,large_contingent_liabilities,ML probability 0.342 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Thermax Limited,L29299PN1980PLC022787,Engineering / Manufacturing,non_defaulter,2017,0.3420442501344689,34.2,Medium,0.3958630540343142,39.59,Medium,0.053818803899845336,agree,1,0,monitor,44.0,61.54,57,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.342 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Lemon Tree Hotels Limited,L74899DL1992PLC049022,Travel / Hospitality,non_defaulter,2018,0.3392149446457421,33.92,Medium,0.34495178200985976,34.5,Medium,0.005736837364117675,agree,0,0,monitor,42.0,100.0,59,0.0,,,ML probability 0.339 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Schaeffler India Limited,L29130GJ1962PLC001167,Engineering / Manufacturing,non_defaulter,2017,0.3341953738633202,33.42,Medium,0.33226980449439114,33.23,Medium,0.0019255693689290698,agree,1,0,monitor,38.0,53.85,63,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.334 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Kalyan Jewellers India Limited,L36911KL2009PLC024641,Gems & Jewellery,non_defaulter,2018,0.33343505165686305,33.34,Medium,0.4080002955495642,40.8,Medium,0.07456524389270114,agree,0,0,monitor,37.0,41.67,64,0.0,,,ML probability 0.333 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Indian Hotels Company Limited,L74999MH1902PLC000183,Travel / Hospitality,non_defaulter,2017,0.3326431729649064,33.26,Medium,0.31294999994496364,31.29,Medium,0.019693173019942778,agree,1,1,monitor,35.0,50.0,66,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit.",weak_liquidity,"ML probability 0.333 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Raymond Limited,L17117MH1925PLC001208,Textiles,non_defaulter,2017,0.3315266461767407,33.15,Medium,0.33003711072437963,33.0,Medium,0.0014895354523610793,agree,1,0,monitor,31.0,33.33,70,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.332 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Carborundum Universal Limited,L99999TN1954PLC000759,Engineering / Manufacturing,non_defaulter,2017,0.330919400685388,33.09,Medium,0.37752193695492076,37.75,Medium,0.04660253626953276,agree,0,0,monitor,30.0,46.15,71,0.0,,,ML probability 0.331 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Cochin Shipyard Limited,L63032KL1972GOI002414,Shipbuilding,non_defaulter,2016,0.3301288405142029,33.01,Medium,0.34119858944327547,34.12,Medium,0.011069748929072587,agree,0,0,monitor,27.0,50.0,74,0.0,,,ML probability 0.330 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Timken India Limited,L29130KA1996PLC048230,Engineering / Manufacturing,non_defaulter,2017,0.3299948908317465,33.0,Medium,0.38591543817129026,38.59,Medium,0.05592054733954377,agree,1,0,monitor,25.0,30.77,76,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.330 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Trident Limited,L17119PB1990PLC010365,Textiles,non_defaulter,2017,0.3295896741278787,32.96,Medium,0.31693159524785935,31.69,Medium,0.012658078880019352,agree,1,0,monitor,23.0,22.22,78,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.330 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Tata Elxsi Limited,L85110KA1989PLC009968,IT / Services,non_defaulter,2017,0.32942845796052644,32.94,Medium,0.3117881400180855,31.18,Medium,0.01764031794244092,agree,0,0,monitor,21.0,100.0,80,0.0,,,ML probability 0.329 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Marico Limited,L15140MH1988PLC049208,FMCG / Foods,non_defaulter,2018,0.3291936272093258,32.92,Medium,0.3104029697380523,31.04,Medium,0.01879065747127351,agree,1,0,monitor,19.0,83.33,82,0.0,Operating cash flow trend over the available years is negative.,declining_cash_flow_trend,ML probability 0.329 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Oil and Natural Gas Corporation Limited,L74899DL1993GOI054155,Oil & Gas,non_defaulter,2017,0.329147367557642,32.91,Medium,0.31004277188530394,31.0,Medium,0.019104595672338076,agree,1,0,monitor,18.0,100.0,83,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.329 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Britannia Industries Limited,L15412WB1918PLC002964,FMCG / Foods,non_defaulter,2018,0.32838761910609704,32.84,Medium,0.30949331971119803,30.95,Medium,0.018894299394899006,agree,1,0,monitor,10.0,66.67,91,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Larsen & Toubro Limited,L99999MH1946PLC004768,Infrastructure,non_defaulter,2016,0.3283497054986444,32.83,Medium,0.31460114104129516,31.46,Medium,0.013748564457349233,agree,1,0,monitor,8.0,5.88,93,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Grasim Industries Limited,L17124MP1947PLC000410,Textiles,non_defaulter,2017,0.3283302473917165,32.83,Medium,0.3095139256419715,30.95,Medium,0.018816321749745013,agree,0,0,monitor,7.0,11.11,94,0.0,,,ML probability 0.328 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Nestle India Limited,L15202DL1959PLC003786,FMCG / Foods,non_defaulter,2018,0.32831307981525343,32.83,Medium,0.30964787147299844,30.96,Medium,0.01866520834225499,agree,1,0,monitor,6.0,50.0,95,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
ITC Limited,L16005WB1910PLC001985,FMCG / Foods,non_defaulter,2018,0.3282734511143963,32.83,Medium,0.3094332359065684,30.94,Medium,0.018840215207827915,agree,0,0,monitor,5.0,33.33,96,0.0,,,ML probability 0.328 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Hindustan Unilever Limited,L15140MH1933PLC002030,FMCG / Foods,non_defaulter,2018,0.3282544308516982,32.83,Medium,0.30926954733476597,30.93,Medium,0.018984883516932227,agree,0,0,monitor,4.0,16.67,97,0.0,,,ML probability 0.328 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
Infosys Limited,L85110KA1981PLC013115,IT / Services,non_defaulter,2017,0.32824845742656455,32.82,Medium,0.3093349774878649,30.93,Medium,0.01891347993869963,agree,0,0,monitor,3.0,50.0,98,0.0,,,ML probability 0.328 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
UltraTech Cement Limited,L26940MH2000PLC128420,Cement,non_defaulter,2016,0.3282242375707699,32.82,Medium,0.3368928551240602,33.69,Medium,0.008668617553290292,agree,1,0,monitor,2.0,50.0,99,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.328 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
InterGlobe Aviation Limited,L62100DL2004PLC129768,Travel / Aviation,non_defaulter,2018,0.32821436199751464,32.82,Medium,0.3106241241663649,31.06,Medium,0.017590237831149713,agree,0,0,monitor,1.0,100.0,100,0.0,,,ML probability 0.328 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,0
