company_name,cin,sector,cohort,financial_year,engine_probability,engine_score_0_100,engine_risk_band,audit_probability,audit_score_0_100,audit_risk_band,engine_audit_gap,model_alignment,rule_flag_count,critical_rule_count,decision_bucket,overall_risk_percentile,sector_risk_percentile,sector_year_risk_percentile,imputed_feature_fraction,top_reasons,rule_flags_triggered,support_summary,engine_model_name,audit_model_name,engine_model_version,audit_model_version,engine_threshold,audit_threshold,engine_class,audit_class,engine_rank_overall
Housing Development and Infra,L70100MH1996PLC101379,Real Estate,defaulter,2018,0.7471623868455837,74.72,High,0.6796938884191135,67.97,High,0.06746849842647018,agree,2,0,review,64.0,83.33,100.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,declining_revenue_trend|declining_cash_flow_trend,ML probability 0.747 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,109
TBZ - The Bride's Jeweller,L27205MH2007PLC167425,Gems & Jewellery,non_defaulter,2017,0.7470657998481276,74.71,High,0.6645165402927389,66.45,High,0.08254925955538872,agree,1,0,review,63.67,63.89,100.0,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.747 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,110
Varun Industries,L28990MH1996PLC097945,Steel & Metals,defaulter,2011,0.7470289501845446,74.7,High,0.4462821138860155,44.63,High,0.3007468362985291,agree,3,0,review,63.33,62.5,100.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.747 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,111
Jyoti Structures Ltd,L45200MH1974PLC017494,Infrastructure,defaulter,2014,0.7455833262424576,74.56,High,0.5238480094799896,52.38,High,0.22173531676246805,agree,3,0,review,61.67,45.1,61.54,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.746 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,116
Housing Development and Infra,L70100MH1996PLC101379,Real Estate,defaulter,2016,0.7444430799457081,74.44,High,0.5090202902085372,50.9,High,0.2354227897371709,agree,2,0,review,61.0,66.67,100.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,declining_revenue_trend|declining_cash_flow_trend,ML probability 0.744 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,118
PSL Limited,L67120DD1987PLC002395,Engineering / Manufacturing,defaulter,2017,0.7426808480843586,74.27,High,0.4595124327329056,45.95,High,0.28316841535145304,agree,1,0,review,59.33,71.79,90.0,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.743 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,123
Winsome Diamonds and Jewellery,L36910GJ1985PLC015915,Gems & Jewellery,defaulter,2010,0.7424101259250829,74.24,High,0.47981204845966846,47.98,High,0.26259807746541447,agree,2,0,review,58.67,50.0,100.0,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.742 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,125
PSL Limited,L67120DD1987PLC002395,Engineering / Manufacturing,defaulter,2018,0.7415840419406127,74.16,High,0.5169166728979249,51.69,High,0.2246673690426878,agree,1,0,review,57.67,69.23,100.0,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.742 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,128
Asian Star Company Ltd,L36910MH1995PLC086017,Gems & Jewellery,defaulter,2017,0.7390439956626309,73.9,High,0.6202572738977475,62.03,High,0.11878672176488336,agree,0,0,review,56.67,44.44,71.43,0.0,,,ML probability 0.739 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,131
Nakoda Limited,L17111GJ1984PLC045995,Textiles,defaulter,2019,0.7048247047678884,70.48,High,0.6346343131004747,63.46,High,0.0701903916674137,agree,1,0,review,55.33,77.78,100.0,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.705 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,135
Ruchi Soya Industries Ltd,L15140MH1986PLC038536,FMCG / Foods / Agro,defaulter,2014,0.6241247661897144,62.41,High,0.4911683549832136,49.12,High,0.13295641120650076,agree,2,0,review,53.0,4.76,50.0,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.624 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,142
Nakoda Limited,L17111GJ1984PLC045995,Textiles,defaulter,2020,0.5915866967621422,59.16,High,0.7100072538220367,71.0,High,0.11842055705989452,agree,1,0,review,52.67,66.67,100.0,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.592 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,1,143
PSL Limited,L67120DD1987PLC002395,Engineering / Manufacturing,defaulter,2016,0.7456644417488087,74.57,High,0.38144314112937594,38.14,Medium,0.3642213006194328,disagree,1,0,manual_check,62.0,74.36,83.33,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.746 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,115
Shree Ganesh Jewellery House,L36911WB2002PLC095086,Gems & Jewellery,defaulter,2013,0.7454297180021809,74.54,High,0.3389821343006481,33.9,Medium,0.40644758370153283,disagree,4,1,manual_check,61.33,58.33,50.0,0.0,Contingent liabilities exceed 50% of net worth. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.745 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,117
Winsome Diamonds and Jewellery,L36910GJ1985PLC015915,Gems & Jewellery,defaulter,2012,0.7436898003517382,74.37,High,0.38151163552744827,38.15,Medium,0.3621781648242899,disagree,3,1,manual_check,60.33,52.78,100.0,0.0,Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.744 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,120
Winsome Diamonds and Jewellery,L36910GJ1985PLC015915,Gems & Jewellery,defaulter,2011,0.7421969213730384,74.22,High,0.41801485646346126,41.8,Medium,0.32418206490957713,disagree,2,0,manual_check,58.33,47.22,100.0,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.742 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,126
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,Pharma,defaulter,2014,0.6918084764258701,69.18,High,0.4134080328721899,41.34,Medium,0.27840044355368015,disagree,3,1,manual_check,54.67,75.0,66.67,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit. | Revenue trend over the available years is negative. | Net profit margin deteriorated materially year over year.",weak_liquidity|declining_revenue_trend|margin_drop,"ML probability 0.692 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Revenue trend over the available years is negative.; Net profit margin deteriorated materially year over year.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,137
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,Pharma,defaulter,2013,0.6418863628422083,64.19,High,0.3440974263078961,34.41,Medium,0.29778893653431227,disagree,3,2,manual_check,53.67,66.67,50.0,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit. | Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative.",weak_liquidity|negative_operating_cash_flow|declining_revenue_trend,"ML probability 0.642 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,140
Kalpataru Projects International Limited,L45203GJ1981PLC103919,Infrastructure,non_defaulter,2014,0.5521457045008813,55.21,High,0.3890666652916491,38.91,Medium,0.16307903920923217,disagree,0,0,manual_check,52.0,39.22,46.15,0.0,,,ML probability 0.552 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,145
KEC International Limited,L45200MH2005PLC152061,Infrastructure,non_defaulter,2015,0.5173178775670301,51.73,High,0.3955396476471023,39.55,Medium,0.12177822991992776,disagree,3,1,manual_check,51.67,37.25,50.0,0.0,Contingent liabilities exceed 50% of net worth. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,large_contingent_liabilities|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.517 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,146
Kalpataru Projects International Limited,L45203GJ1981PLC103919,Infrastructure,non_defaulter,2015,0.5073519013922663,50.74,High,0.3944577560263323,39.45,Medium,0.11289414536593395,disagree,0,0,manual_check,51.33,35.29,42.86,0.0,,,ML probability 0.507 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,147
KEC International Limited,L45200MH2005PLC152061,Infrastructure,non_defaulter,2014,0.49384825191632353,49.38,High,0.3933147237914166,39.33,Medium,0.10053352812490696,disagree,3,1,manual_check,50.67,31.37,38.46,0.0,Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.494 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,149
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,Pharma,defaulter,2012,0.4914184212315941,49.14,High,0.3415396770287724,34.15,Medium,0.1498787442028217,disagree,1,0,manual_check,50.33,58.33,50.0,0.0,Revenue trend over the available years is negative.,declining_revenue_trend,ML probability 0.491 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,150
Deccan Chronicle Holdings,L22122TG2002PLC040110,Media,defaulter,2010,0.47214282176990635,47.21,High,0.3257231538937258,32.57,Medium,0.14641966787618055,disagree,3,0,manual_check,50.0,83.33,100.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.472 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,151
S Kumars Nationwide,L17120MH1990PLC058361,Textiles,defaulter,2011,0.4409753987057956,44.1,High,0.36209575179355896,36.21,Medium,0.07887964691223665,disagree,2,1,manual_check,49.67,59.26,100.0,0.0,Operating cash flow is negative despite positive revenue. | Borrowings trend over the available years is increasing.,negative_operating_cash_flow|rising_borrowings_trend,ML probability 0.441 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,1,0,152
Cox & Kings Limited,L63040MH1939PLC011352,Travel / Aviation / Hospitality,defaulter,2017,0.39745913943897915,39.75,High,0.643835826034001,64.38,High,0.24637668659502188,disagree,4,1,manual_check,49.0,22.22,100.0,0.0,Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.397 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,154
Dilip Buildcon Limited,L45201MP1987PLC003821,Infrastructure,non_defaulter,2016,0.37542210605723053,37.54,High,0.5533391748820238,55.33,High,0.17791706882479325,disagree,2,1,manual_check,48.0,25.49,29.41,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Borrowings trend over the available years is increasing.",excessive_leverage|rising_borrowings_trend,"ML probability 0.375 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Borrowings trend over the available years is increasing.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,157
Sun Pharmaceutical Industries Limited,L24230GJ1993PLC019050,Pharma,non_defaulter,2014,0.35268436644476164,35.27,High,0.42357352385130886,42.36,High,0.07088915740654722,disagree,4,3,manual_check,46.67,50.0,33.33,0.0,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.",weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|rising_borrowings_trend,"ML probability 0.353 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,161
Kalyan Jewellers India Limited,L36911KL2009PLC024641,Gems & Jewellery,non_defaulter,2016,0.3522905430413339,35.23,Medium,0.5448240570515122,54.48,High,0.19253351401017826,disagree,0,0,manual_check,46.33,41.67,57.14,0.3333333333333333,,,ML probability 0.352 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,162
Dilip Buildcon Limited,L45201MP1987PLC003821,Infrastructure,non_defaulter,2014,0.34341478041104173,34.34,Medium,0.5837412540332054,58.37,High,0.2403264736221637,disagree,1,0,manual_check,45.0,21.57,30.77,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.343 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,166
Vaibhav Global Limited,L36911RJ1989PLC004945,Gems & Jewellery,non_defaulter,2016,0.3383224328574442,33.83,High,0.6727936695718122,67.28,High,0.334471236714368,disagree,3,1,manual_check,42.67,38.89,42.86,0.0,Operating cash flow is negative despite positive revenue. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,negative_operating_cash_flow|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.338 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,173
DLF Limited,L70101DL1963PLC004462,Real Estate,non_defaulter,2018,0.3362587335233788,33.63,Medium,0.4481938978036842,44.82,High,0.11193516428030537,disagree,2,0,manual_check,42.33,50.0,50.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,declining_revenue_trend|declining_cash_flow_trend,ML probability 0.336 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,174
Cox & Kings Limited,L63040MH1939PLC011352,Travel / Aviation / Hospitality,defaulter,2016,0.3353816931119083,33.54,Medium,0.6537192180570263,65.37,High,0.31833752494511797,disagree,3,0,manual_check,41.67,11.11,100.0,0.0,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.335 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,176
Senco Gold Limited,L36911WB1994PLC063674,Gems & Jewellery,non_defaulter,2018,0.3349716359525711,33.5,High,0.6444845162007906,64.45,High,0.3095128802482195,disagree,2,1,manual_check,41.0,36.11,100.0,0.0,Operating cash flow is negative despite positive revenue. | Borrowings trend over the available years is increasing.,negative_operating_cash_flow|rising_borrowings_trend,ML probability 0.335 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,178
IRB Infrastructure Developers Limited,L65910MH1998PLC115967,Infrastructure,non_defaulter,2015,0.33294397774941914,33.29,High,0.645117230470294,64.51,High,0.31217325272087487,disagree,4,2,manual_check,39.0,17.65,21.43,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit. | Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.",weak_liquidity|large_contingent_liabilities|rising_borrowings_trend|margin_drop,"ML probability 0.333 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,184
Vaibhav Global Limited,L36911RJ1989PLC004945,Gems & Jewellery,non_defaulter,2017,0.33275298528655645,33.28,Medium,0.6170349157619783,61.7,High,0.2842819304754219,disagree,2,0,manual_check,38.67,30.56,57.14,0.0,Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,declining_cash_flow_trend|rising_borrowings_trend,ML probability 0.333 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,185
Senco Gold Limited,L36911WB1994PLC063674,Gems & Jewellery,non_defaulter,2020,0.33235656273084,33.24,Medium,0.5374093047592433,53.74,High,0.2050527420284033,disagree,1,0,manual_check,37.67,27.78,50.0,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.332 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,188
Jindal Steel & Power Limited,L27105HR1979PLC009913,Steel & Metals,non_defaulter,2015,0.33235524475869105,33.24,High,0.538339393301311,53.83,High,0.20598414854261993,disagree,2,2,manual_check,37.33,45.83,66.67,0.0,"Debt-to-equity is above 2, indicating elevated leverage. | Net profit margin is negative.",excessive_leverage|negative_profit_margin,"ML probability 0.332 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Net profit margin is negative.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,189
IRB Infrastructure Developers Limited,L65910MH1998PLC115967,Infrastructure,non_defaulter,2016,0.3318030601359347,33.18,High,0.5988406150148352,59.88,High,0.2670375548789005,disagree,3,2,manual_check,36.67,15.69,17.65,0.0,"Current ratio is below 1, indicating a short-term liquidity deficit. | Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.",weak_liquidity|large_contingent_liabilities|rising_borrowings_trend,"ML probability 0.332 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.",hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,191
DLF Limited,L70101DL1963PLC004462,Real Estate,non_defaulter,2017,0.33142246957374627,33.14,High,0.49028529017950995,49.03,High,0.15886282060576368,disagree,5,2,manual_check,35.0,33.33,50.0,0.0,Operating cash flow is negative despite positive revenue. | Contingent liabilities exceed 50% of net worth. | Revenue trend over the available years is negative.,negative_operating_cash_flow|large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend|margin_drop,ML probability 0.331 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Contingent liabilities exceed 50% of net worth.; Revenue trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,196
Senco Gold Limited,L36911WB1994PLC063674,Gems & Jewellery,non_defaulter,2019,0.33043037721178076,33.04,Medium,0.5579725240340254,55.8,High,0.22754214682224466,disagree,1,0,manual_check,32.67,19.44,100.0,0.0,Borrowings trend over the available years is increasing.,rising_borrowings_trend,ML probability 0.330 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,203
Kalyan Jewellers India Limited,L36911KL2009PLC024641,Gems & Jewellery,non_defaulter,2017,0.32976916127724965,32.98,Medium,0.5478221254179841,54.78,High,0.2180529641407345,disagree,0,0,manual_check,27.0,16.67,42.86,0.3333333333333333,,,ML probability 0.330 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,220
Carborundum Universal Limited,L99999TN1954PLC000759,Engineering / Manufacturing,non_defaulter,2016,0.3296846994278284,32.97,Medium,0.4387236832657152,43.87,High,0.1090389838378868,disagree,0,0,manual_check,26.33,25.64,41.67,0.0,,,ML probability 0.330 against threshold 0.400. No explicit rule-based red flags were triggered.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,222
IRB Infrastructure Developers Limited,L65910MH1998PLC115967,Infrastructure,non_defaulter,2014,0.32949565659506497,32.95,High,0.5931750953389124,59.32,High,0.26367943874384747,disagree,2,1,manual_check,24.67,13.73,23.08,0.0,Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.,large_contingent_liabilities|rising_borrowings_trend,ML probability 0.329 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,227
DLF Limited,L70101DL1963PLC004462,Real Estate,non_defaulter,2016,0.3292224950761255,32.92,High,0.4505582021809435,45.06,High,0.121335707104818,disagree,3,1,manual_check,21.33,16.67,50.0,0.0,Contingent liabilities exceed 50% of net worth. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend,ML probability 0.329 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,hist_gradient_boosting,logistic_regression,tier1a_v1,tier1a_v1,0.39999999999999986,0.4199999999999998,0,1,237
